site,datetime,date,month,season,hs,hmax,tz,tp,dir,sst,month_num
Gold Coast,2025-03-21T23:00:00Z,2025-03-22,Mar,Autumn,0.713,1.053,5.388,7.692,81.88,25.99,3
Gold Coast,2025-03-21T23:30:00Z,2025-03-22,Mar,Autumn,0.691,1.149,5.473,6.25,87.42,26.17,3
Gold Coast,2025-03-22T00:00:00Z,2025-03-22,Mar,Autumn,0.691,1.041,5.295,7.692,86.01,26.27,3
Gold Coast,2025-03-22T00:30:00Z,2025-03-22,Mar,Autumn,0.719,1.221,5.248,6.897,87.15,26.46,3
Gold Coast,2025-03-22T01:00:00Z,2025-03-22,Mar,Autumn,0.671,1.108,4.869,7.692,83.55,26.55,3
Gold Coast,2025-03-22T01:30:00Z,2025-03-22,Mar,Autumn,0.71,1.212,4.855,8,81.62,26.6,3
Gold Coast,2025-03-22T02:00:00Z,2025-03-22,Mar,Autumn,0.694,1.232,4.522,7.407,85.22,26.65,3
Gold Coast,2025-03-22T02:30:00Z,2025-03-22,Mar,Autumn,0.686,1.103,4.286,7.692,82.14,26.65,3
Gold Coast,2025-03-22T03:00:00Z,2025-03-22,Mar,Autumn,0.71,1.108,4.102,7.692,78.19,26.6,3
Gold Coast,2025-03-22T03:30:00Z,2025-03-22,Mar,Autumn,0.66,1.097,3.817,7.407,82.32,26.74,3
Gold Coast,2025-03-22T04:00:00Z,2025-03-22,Mar,Autumn,0.694,1.149,3.976,8,83.11,26.7,3
Gold Coast,2025-03-22T04:30:00Z,2025-03-22,Mar,Autumn,0.701,1.227,3.991,7.692,81.79,26.55,3
Gold Coast,2025-03-22T05:00:00Z,2025-03-22,Mar,Autumn,0.685,1.165,3.875,7.143,85.04,26.46,3
Gold Coast,2025-03-22T05:30:00Z,2025-03-22,Mar,Autumn,0.684,1.256,3.624,7.143,82.23,26.46,3
Gold Coast,2025-03-22T06:00:00Z,2025-03-22,Mar,Autumn,0.682,1.065,3.794,7.407,85.31,26.46,3
Gold Coast,2025-03-22T06:30:00Z,2025-03-22,Mar,Autumn,0.696,1.193,3.889,6.667,86.36,26.41,3
Gold Coast,2025-03-22T07:00:00Z,2025-03-22,Mar,Autumn,0.681,1.205,3.811,7.143,88.65,26.36,3
Gold Coast,2025-03-22T07:30:00Z,2025-03-22,Mar,Autumn,0.678,1.234,3.932,7.407,93.57,26.6,3
Gold Coast,2025-03-22T08:00:00Z,2025-03-22,Mar,Autumn,0.612,1.213,3.643,6.897,87.59,26.6,3
Gold Coast,2025-03-22T08:30:00Z,2025-03-22,Mar,Autumn,0.657,1.045,3.802,7.143,84.25,26.6,3
Gold Coast,2025-03-22T09:00:00Z,2025-03-22,Mar,Autumn,0.689,1.126,3.785,7.407,81.35,26.51,3
Gold Coast,2025-03-22T09:30:00Z,2025-03-22,Mar,Autumn,0.696,1.219,3.657,7.692,86.1,26.51,3
Gold Coast,2025-03-22T10:00:00Z,2025-03-22,Mar,Autumn,0.688,1.219,3.834,6.897,86.98,26.46,3
Gold Coast,2025-03-22T10:30:00Z,2025-03-22,Mar,Autumn,0.703,1.115,3.961,7.692,83.46,26.46,3
Gold Coast,2025-03-22T11:00:00Z,2025-03-22,Mar,Autumn,0.72,1.191,4.041,7.143,80.65,26.41,3
Gold Coast,2025-03-22T11:30:00Z,2025-03-22,Mar,Autumn,0.714,1.057,3.831,6.452,80.74,26.36,3
Gold Coast,2025-03-22T12:00:00Z,2025-03-22,Mar,Autumn,0.751,1.187,3.988,7.143,79.95,26.32,3
Gold Coast,2025-03-22T12:30:00Z,2025-03-22,Mar,Autumn,0.736,1.246,3.866,7.143,81.7,26.32,3
Gold Coast,2025-03-22T13:00:00Z,2025-03-22,Mar,Autumn,0.735,1.39,4.018,6.667,78.01,26.27,3
Gold Coast,2025-03-22T13:30:00Z,2025-03-22,Mar,Autumn,0.706,1.285,4.008,6.667,85.92,26.13,3
Gold Coast,2025-03-22T14:00:00Z,2025-03-23,Mar,Autumn,0.685,1.158,4.247,7.143,78.89,25.99,3
Gold Coast,2025-03-22T14:30:00Z,2025-03-23,Mar,Autumn,0.649,1.084,4.429,6.897,78.19,25.94,3
Gold Coast,2025-03-22T15:00:00Z,2025-03-23,Mar,Autumn,0.686,1.12,4.422,7.143,84.08,25.99,3
Gold Coast,2025-03-22T15:30:00Z,2025-03-23,Mar,Autumn,0.656,1.151,4.305,7.407,85.04,25.8,3
Gold Coast,2025-03-22T16:00:00Z,2025-03-23,Mar,Autumn,0.668,1.163,4.47,7.407,81,25.8,3
Gold Coast,2025-03-22T16:30:00Z,2025-03-23,Mar,Autumn,0.667,1.08,4.696,7.143,84.52,25.8,3
Gold Coast,2025-03-22T17:00:00Z,2025-03-23,Mar,Autumn,0.633,1.144,4.962,6.667,88.74,25.8,3
Gold Coast,2025-03-22T17:30:00Z,2025-03-23,Mar,Autumn,0.658,1.368,5.179,7.143,80.91,25.8,3
Gold Coast,2025-03-22T18:00:00Z,2025-03-23,Mar,Autumn,0.649,1.227,5.009,6.667,86.36,25.89,3
Gold Coast,2025-03-22T18:30:00Z,2025-03-23,Mar,Autumn,0.646,1.013,5.271,7.407,85.04,25.94,3
Gold Coast,2025-03-22T19:00:00Z,2025-03-23,Mar,Autumn,0.618,1.045,5.096,7.143,85.04,25.94,3
Gold Coast,2025-03-22T19:30:00Z,2025-03-23,Mar,Autumn,0.643,1.079,5.252,7.407,88.91,25.84,3
Gold Coast,2025-03-22T20:00:00Z,2025-03-23,Mar,Autumn,0.626,1,4.939,6.667,85.04,25.84,3
Gold Coast,2025-03-22T20:30:00Z,2025-03-23,Mar,Autumn,0.639,1.237,4.913,6.667,93.57,25.84,3
Gold Coast,2025-03-22T21:00:00Z,2025-03-23,Mar,Autumn,0.655,1.056,5.029,6.897,82.67,25.84,3
Gold Coast,2025-03-22T21:30:00Z,2025-03-23,Mar,Autumn,0.63,1.009,4.898,6.061,89.44,25.84,3
Gold Coast,2025-03-22T22:00:00Z,2025-03-23,Mar,Autumn,0.599,0.974,5.151,6.667,86.36,25.8,3
Gold Coast,2025-03-22T22:30:00Z,2025-03-23,Mar,Autumn,0.603,1.094,5.107,6.061,81.7,25.94,3
Gold Coast,2025-03-22T23:00:00Z,2025-03-23,Mar,Autumn,0.595,1.077,5.133,6.667,73.18,25.84,3
Gold Coast,2025-03-22T23:30:00Z,2025-03-23,Mar,Autumn,0.638,1.123,5.041,7.143,86.98,26.27,3
Gold Coast,2025-03-23T00:00:00Z,2025-03-23,Mar,Autumn,0.614,0.987,5.386,6.452,79.77,26.36,3
Gold Coast,2025-03-23T00:30:00Z,2025-03-23,Mar,Autumn,0.619,0.992,5.125,6.667,88.74,26.46,3
Gold Coast,2025-03-23T01:00:00Z,2025-03-23,Mar,Autumn,0.582,1.008,4.504,7.143,82.41,26.41,3
Gold Coast,2025-03-23T01:30:00Z,2025-03-23,Mar,Autumn,0.648,1.056,4.284,6.452,78.63,26.46,3
Gold Coast,2025-03-23T02:00:00Z,2025-03-23,Mar,Autumn,0.641,1.024,3.793,6.452,74.67,26.36,3
Gold Coast,2025-03-23T02:30:00Z,2025-03-23,Mar,Autumn,0.627,1.107,3.577,6.452,72.03,26.36,3
Gold Coast,2025-03-23T03:00:00Z,2025-03-23,Mar,Autumn,0.669,1.158,3.552,9.524,106.67,26.41,3
Gold Coast,2025-03-23T03:30:00Z,2025-03-23,Mar,Autumn,0.671,1.034,3.556,7.143,104.39,26.41,3
Gold Coast,2025-03-23T04:00:00Z,2025-03-23,Mar,Autumn,0.652,1.154,3.433,9.524,106.23,26.46,3
Gold Coast,2025-03-23T04:30:00Z,2025-03-23,Mar,Autumn,0.718,1.309,3.439,9.524,106.41,26.55,3
Gold Coast,2025-03-23T05:00:00Z,2025-03-23,Mar,Autumn,0.694,1.091,3.369,9.524,77.84,26.51,3
Gold Coast,2025-03-23T05:30:00Z,2025-03-23,Mar,Autumn,0.684,1.21,3.397,6.452,85.66,26.46,3
Gold Coast,2025-03-23T06:00:00Z,2025-03-23,Mar,Autumn,0.658,1.119,3.473,6.897,80.39,26.46,3
Gold Coast,2025-03-23T06:30:00Z,2025-03-23,Mar,Autumn,0.68,1.137,3.612,9.524,104.56,26.51,3
Gold Coast,2025-03-23T07:00:00Z,2025-03-23,Mar,Autumn,0.655,1.047,3.575,9.524,106.85,26.51,3
Gold Coast,2025-03-23T07:30:00Z,2025-03-23,Mar,Autumn,0.659,1.104,3.523,10,81.53,26.46,3
Gold Coast,2025-03-23T08:00:00Z,2025-03-23,Mar,Autumn,0.614,1.184,3.504,7.407,84.25,26.46,3
Gold Coast,2025-03-23T08:30:00Z,2025-03-23,Mar,Autumn,0.645,1.05,3.658,6.897,72.56,26.46,3
Gold Coast,2025-03-23T09:00:00Z,2025-03-23,Mar,Autumn,0.635,1.166,3.62,6.897,66.93,26.46,3
Gold Coast,2025-03-23T09:30:00Z,2025-03-23,Mar,Autumn,0.621,1.132,3.516,6.897,103.59,26.46,3
Gold Coast,2025-03-23T10:00:00Z,2025-03-23,Mar,Autumn,0.613,1.103,3.596,9.091,98.32,26.46,3
Gold Coast,2025-03-23T10:30:00Z,2025-03-23,Mar,Autumn,0.629,1.143,3.758,6.897,78.8,26.46,3
Gold Coast,2025-03-23T11:00:00Z,2025-03-23,Mar,Autumn,0.605,0.968,3.725,7.143,70.36,26.46,3
Gold Coast,2025-03-23T11:30:00Z,2025-03-23,Mar,Autumn,0.621,1.182,3.924,6.897,69.31,26.46,3
Gold Coast,2025-03-23T12:00:00Z,2025-03-23,Mar,Autumn,NA,NA,NA,NA,101.13,26.46,3
Gold Coast,2025-03-23T12:30:00Z,2025-03-23,Mar,Autumn,NA,NA,NA,NA,103.59,26.46,3
Gold Coast,2025-03-23T13:00:00Z,2025-03-23,Mar,Autumn,0.61,1.093,4.278,9.091,102.45,26.46,3
Gold Coast,2025-03-23T13:30:00Z,2025-03-23,Mar,Autumn,0.616,1.128,4.301,6.897,82.23,26.46,3
Gold Coast,2025-03-23T14:00:00Z,2025-03-24,Mar,Autumn,0.638,1.044,4.355,6.897,79.33,26.46,3
Gold Coast,2025-03-23T14:30:00Z,2025-03-24,Mar,Autumn,0.614,1.174,4.057,7.143,74.76,26.41,3
Gold Coast,2025-03-23T15:00:00Z,2025-03-24,Mar,Autumn,0.62,1.217,4.562,6.452,67.55,26.41,3
Gold Coast,2025-03-23T15:30:00Z,2025-03-24,Mar,Autumn,0.642,0.996,4.806,9.091,70.8,26.46,3
Gold Coast,2025-03-23T16:00:00Z,2025-03-24,Mar,Autumn,0.673,1.252,4.747,9.091,107.2,26.46,3
Gold Coast,2025-03-23T16:30:00Z,2025-03-24,Mar,Autumn,0.678,1.159,4.917,6.667,69.31,26.46,3
Gold Coast,2025-03-23T17:00:00Z,2025-03-24,Mar,Autumn,0.664,1.201,4.534,9.091,106.23,26.13,3
Gold Coast,2025-03-23T17:30:00Z,2025-03-24,Mar,Autumn,0.665,1.205,4.17,9.524,104.65,26.22,3
Gold Coast,2025-03-23T18:00:00Z,2025-03-24,Mar,Autumn,0.657,0.993,4.351,9.524,103.51,26.22,3
Gold Coast,2025-03-23T18:30:00Z,2025-03-24,Mar,Autumn,0.62,1.202,4.164,10.526,99.2,26.36,3
Gold Coast,2025-03-23T19:00:00Z,2025-03-24,Mar,Autumn,0.614,1.144,3.762,6.452,70.8,26.32,3
Gold Coast,2025-03-23T19:30:00Z,2025-03-24,Mar,Autumn,0.66,1.128,3.987,9.091,106.85,26.32,3
Gold Coast,2025-03-23T20:00:00Z,2025-03-24,Mar,Autumn,0.678,1.175,3.762,9.091,102.63,26.27,3
Gold Coast,2025-03-23T20:30:00Z,2025-03-24,Mar,Autumn,0.66,1.144,4.069,9.091,102.1,26.27,3
Gold Coast,2025-03-23T21:00:00Z,2025-03-24,Mar,Autumn,0.645,0.971,4.429,9.091,107.99,26.27,3
Gold Coast,2025-03-23T21:30:00Z,2025-03-24,Mar,Autumn,0.627,0.998,4.583,9.091,104.03,26.27,3
Gold Coast,2025-03-23T22:00:00Z,2025-03-24,Mar,Autumn,0.708,1.325,3.871,8.696,103.07,26.22,3
Gold Coast,2025-03-23T22:30:00Z,2025-03-24,Mar,Autumn,0.854,1.255,3.909,4.167,103.59,26.27,3
Gold Coast,2025-03-23T23:00:00Z,2025-03-24,Mar,Autumn,0.823,1.317,3.884,8.696,105.53,26.32,3
Gold Coast,2025-03-23T23:30:00Z,2025-03-24,Mar,Autumn,0.87,1.516,3.798,3.846,102.8,26.36,3
Gold Coast,2025-03-24T00:00:00Z,2025-03-24,Mar,Autumn,0.892,1.448,3.815,4.167,78.89,26.36,3
Gold Coast,2025-03-24T00:30:00Z,2025-03-24,Mar,Autumn,0.851,1.572,3.74,6.452,81.09,26.36,3
Gold Coast,2025-03-24T01:00:00Z,2025-03-24,Mar,Autumn,0.874,1.517,3.797,4.444,74.58,26.46,3
Gold Coast,2025-03-24T01:30:00Z,2025-03-24,Mar,Autumn,0.903,1.704,3.946,4.762,76.25,26.41,3
Gold Coast,2025-03-24T02:00:00Z,2025-03-24,Mar,Autumn,0.942,1.513,4.169,4.545,106.14,26.46,3
Gold Coast,2025-03-24T02:30:00Z,2025-03-24,Mar,Autumn,0.863,1.569,4.05,4.878,71.24,26.46,3
Gold Coast,2025-03-24T03:00:00Z,2025-03-24,Mar,Autumn,0.909,1.565,4.094,5.128,60.87,26.51,3
Gold Coast,2025-03-24T03:30:00Z,2025-03-24,Mar,Autumn,0.923,1.486,4.217,6.667,55.24,26.51,3
Gold Coast,2025-03-24T04:00:00Z,2025-03-24,Mar,Autumn,0.893,1.673,4.27,6.25,62.8,26.6,3
Gold Coast,2025-03-24T04:30:00Z,2025-03-24,Mar,Autumn,0.869,1.596,4.02,5.714,56.56,26.6,3
Gold Coast,2025-03-24T05:00:00Z,2025-03-24,Mar,Autumn,0.875,1.504,3.961,6.25,61.84,26.6,3
Gold Coast,2025-03-24T05:30:00Z,2025-03-24,Mar,Autumn,0.839,1.29,3.917,5.714,51.73,26.6,3
Gold Coast,2025-03-24T06:00:00Z,2025-03-24,Mar,Autumn,0.803,1.531,3.942,5,58.41,26.55,3
Gold Coast,2025-03-24T06:30:00Z,2025-03-24,Mar,Autumn,0.832,1.392,3.793,6.667,64.12,26.55,3
Gold Coast,2025-03-24T07:00:00Z,2025-03-24,Mar,Autumn,0.827,1.647,3.729,5.405,56.3,26.51,3
Gold Coast,2025-03-24T07:30:00Z,2025-03-24,Mar,Autumn,0.863,1.378,3.941,5.882,56.21,26.46,3
Gold Coast,2025-03-24T08:00:00Z,2025-03-24,Mar,Autumn,0.821,1.564,3.793,6.061,57.7,26.46,3
Gold Coast,2025-03-24T08:30:00Z,2025-03-24,Mar,Autumn,0.795,1.237,3.744,6.061,56.3,26.46,3
Gold Coast,2025-03-24T09:00:00Z,2025-03-24,Mar,Autumn,0.775,1.245,3.736,5,61.75,26.46,3
Gold Coast,2025-03-24T09:30:00Z,2025-03-24,Mar,Autumn,0.77,1.361,3.7,5.405,62.36,26.46,3
Gold Coast,2025-03-24T10:00:00Z,2025-03-24,Mar,Autumn,0.799,1.575,3.698,6.061,61.22,26.46,3
Gold Coast,2025-03-24T10:30:00Z,2025-03-24,Mar,Autumn,0.794,1.405,3.752,5.882,62.8,26.46,3
Gold Coast,2025-03-24T11:00:00Z,2025-03-24,Mar,Autumn,0.843,1.35,3.776,6.25,68.17,26.46,3
Gold Coast,2025-03-24T11:30:00Z,2025-03-24,Mar,Autumn,0.829,1.465,3.63,6.061,59.46,26.36,3
Gold Coast,2025-03-24T12:00:00Z,2025-03-24,Mar,Autumn,NA,NA,NA,NA,69.04,26.36,3
Gold Coast,2025-03-24T12:30:00Z,2025-03-24,Mar,Autumn,NA,NA,NA,NA,70.28,26.36,3
Gold Coast,2025-03-24T13:00:00Z,2025-03-24,Mar,Autumn,0.963,1.536,3.634,4.651,77.4,26.36,3
Gold Coast,2025-03-24T13:30:00Z,2025-03-24,Mar,Autumn,1.024,1.542,3.78,4.878,74.85,26.41,3
Gold Coast,2025-03-24T14:00:00Z,2025-03-25,Mar,Autumn,1.098,1.877,3.807,5.128,73.7,26.41,3
Gold Coast,2025-03-24T14:30:00Z,2025-03-25,Mar,Autumn,1.193,2.226,3.974,4.545,70.36,26.41,3
Gold Coast,2025-03-24T15:00:00Z,2025-03-25,Mar,Autumn,1.143,2.098,3.923,4.762,77.13,26.41,3
Gold Coast,2025-03-24T15:30:00Z,2025-03-25,Mar,Autumn,1.187,2.113,3.853,5,70.54,26.36,3
Gold Coast,2025-03-24T16:00:00Z,2025-03-25,Mar,Autumn,1.139,2.065,3.914,5.128,72.3,26.36,3
Gold Coast,2025-03-24T16:30:00Z,2025-03-25,Mar,Autumn,1.121,1.898,4.011,5.263,79.07,26.36,3
Gold Coast,2025-03-24T17:00:00Z,2025-03-25,Mar,Autumn,1.135,1.892,3.817,4.878,86.8,26.36,3
Gold Coast,2025-03-24T17:30:00Z,2025-03-25,Mar,Autumn,1.136,1.792,3.828,4.651,92.61,26.32,3
Gold Coast,2025-03-24T18:00:00Z,2025-03-25,Mar,Autumn,1.162,1.895,4.074,5,94.36,26.32,3
Gold Coast,2025-03-24T18:30:00Z,2025-03-25,Mar,Autumn,1.212,2.165,3.909,4.762,88.83,26.32,3
Gold Coast,2025-03-24T19:00:00Z,2025-03-25,Mar,Autumn,1.213,2.09,4,4.762,89.62,26.32,3
Gold Coast,2025-03-24T19:30:00Z,2025-03-25,Mar,Autumn,1.203,2,3.869,4.348,92.43,26.32,3
Gold Coast,2025-03-24T20:00:00Z,2025-03-25,Mar,Autumn,1.162,1.985,3.977,5.405,86.98,26.32,3
Gold Coast,2025-03-24T20:30:00Z,2025-03-25,Mar,Autumn,1.176,1.99,4.045,5.714,75.55,26.32,3
Gold Coast,2025-03-24T21:00:00Z,2025-03-25,Mar,Autumn,1.168,1.792,3.934,5,91.81,26.36,3
Gold Coast,2025-03-24T21:30:00Z,2025-03-25,Mar,Autumn,1.166,1.903,3.976,6.061,75.37,26.32,3
Gold Coast,2025-03-24T22:00:00Z,2025-03-25,Mar,Autumn,1.085,1.626,3.977,5.263,74.41,26.27,3
Gold Coast,2025-03-24T22:30:00Z,2025-03-25,Mar,Autumn,1.186,1.917,4.114,5.714,79.95,26.32,3
Gold Coast,2025-03-24T23:00:00Z,2025-03-25,Mar,Autumn,1.185,1.819,4.073,4.651,84.61,26.36,3
Gold Coast,2025-03-24T23:30:00Z,2025-03-25,Mar,Autumn,1.153,1.905,4.02,5.128,75.99,26.36,3
Gold Coast,2025-03-25T00:00:00Z,2025-03-25,Mar,Autumn,1.163,2.134,4.046,4.878,96.12,26.32,3
Gold Coast,2025-03-25T00:30:00Z,2025-03-25,Mar,Autumn,1.159,2.115,3.829,6.25,72.03,26.32,3
Gold Coast,2025-03-25T01:00:00Z,2025-03-25,Mar,Autumn,1.13,1.992,4.213,6.061,77.48,26.36,3
Gold Coast,2025-03-25T01:30:00Z,2025-03-25,Mar,Autumn,1.073,1.773,4.138,5.714,71.42,26.36,3
Gold Coast,2025-03-25T02:00:00Z,2025-03-25,Mar,Autumn,1.08,1.661,3.986,5.556,78.36,26.36,3
Gold Coast,2025-03-25T02:30:00Z,2025-03-25,Mar,Autumn,1.212,2.002,4.006,5.882,77.92,26.32,3
Gold Coast,2025-03-25T03:00:00Z,2025-03-25,Mar,Autumn,1.177,2.605,4.009,5.405,85.75,26.32,3
Gold Coast,2025-03-25T03:30:00Z,2025-03-25,Mar,Autumn,1.229,2.349,4.109,5,80.21,26.32,3
Gold Coast,2025-03-25T04:00:00Z,2025-03-25,Mar,Autumn,1.157,1.965,4.259,5.556,84.43,26.32,3
Gold Coast,2025-03-25T04:30:00Z,2025-03-25,Mar,Autumn,1.121,1.99,4.214,5.714,79.77,26.32,3
Gold Coast,2025-03-25T05:00:00Z,2025-03-25,Mar,Autumn,1.119,1.736,4.026,20,95.33,26.32,3
Gold Coast,2025-03-25T05:30:00Z,2025-03-25,Mar,Autumn,1.121,1.958,3.953,6.667,82.67,26.32,3
Gold Coast,2025-03-25T06:00:00Z,2025-03-25,Mar,Autumn,1.191,1.934,4.211,20,89.35,26.36,3
Gold Coast,2025-03-25T06:30:00Z,2025-03-25,Mar,Autumn,1.159,2.022,4.021,6.452,94.45,26.32,3
Gold Coast,2025-03-25T07:00:00Z,2025-03-25,Mar,Autumn,1.217,1.926,4.213,6.897,93.48,26.27,3
Gold Coast,2025-03-25T07:30:00Z,2025-03-25,Mar,Autumn,1.174,1.907,4.168,20,95.33,26.27,3
Gold Coast,2025-03-25T08:00:00Z,2025-03-25,Mar,Autumn,1.132,1.7,4.132,18.182,101.48,26.22,3
Gold Coast,2025-03-25T08:30:00Z,2025-03-25,Mar,Autumn,1.238,2.08,4.526,18.182,102.19,26.22,3
Gold Coast,2025-03-25T09:00:00Z,2025-03-25,Mar,Autumn,1.306,2.212,4.508,18.182,105.53,26.22,3
Gold Coast,2025-03-25T09:30:00Z,2025-03-25,Mar,Autumn,1.38,2.229,4.721,18.182,107.81,26.17,3
Gold Coast,2025-03-25T10:00:00Z,2025-03-25,Mar,Autumn,1.445,2.141,4.861,18.182,107.11,26.17,3
Gold Coast,2025-03-25T10:30:00Z,2025-03-25,Mar,Autumn,1.414,2.314,4.615,18.182,113.35,26.17,3
Gold Coast,2025-03-25T11:00:00Z,2025-03-25,Mar,Autumn,1.438,2.366,4.597,18.182,99.9,26.17,3
Gold Coast,2025-03-25T11:30:00Z,2025-03-25,Mar,Autumn,1.482,2.252,4.923,18.182,102.54,26.17,3
Gold Coast,2025-03-25T12:00:00Z,2025-03-25,Mar,Autumn,NA,NA,NA,NA,105.53,26.17,3
Gold Coast,2025-03-25T12:30:00Z,2025-03-25,Mar,Autumn,NA,NA,NA,NA,103.77,26.17,3
Gold Coast,2025-03-25T13:00:00Z,2025-03-25,Mar,Autumn,1.418,2.216,4.605,18.182,100.61,26.13,3
Gold Coast,2025-03-25T13:30:00Z,2025-03-25,Mar,Autumn,1.438,2.64,4.818,18.182,95.77,26.08,3
Gold Coast,2025-03-25T14:00:00Z,2025-03-26,Mar,Autumn,1.419,2.44,4.739,18.182,104.39,26.08,3
Gold Coast,2025-03-25T14:30:00Z,2025-03-26,Mar,Autumn,1.414,2.314,4.781,18.182,96.03,26.08,3
Gold Coast,2025-03-25T15:00:00Z,2025-03-26,Mar,Autumn,1.548,2.97,4.701,18.182,107.9,26.08,3
Gold Coast,2025-03-25T15:30:00Z,2025-03-26,Mar,Autumn,1.526,2.521,4.695,16.667,111.77,26.08,3
Gold Coast,2025-03-25T16:00:00Z,2025-03-26,Mar,Autumn,1.585,2.979,4.782,18.182,115.02,26.03,3
Gold Coast,2025-03-25T16:30:00Z,2025-03-26,Mar,Autumn,1.657,2.781,5.106,18.182,107.64,26.03,3
Gold Coast,2025-03-25T17:00:00Z,2025-03-26,Mar,Autumn,1.565,2.447,4.901,16.667,118.98,26.08,3
Gold Coast,2025-03-25T17:30:00Z,2025-03-26,Mar,Autumn,1.58,2.552,5.11,18.182,111.33,26.08,3
Gold Coast,2025-03-25T18:00:00Z,2025-03-26,Mar,Autumn,1.468,2.382,4.767,16.667,115.55,26.08,3
Gold Coast,2025-03-25T18:30:00Z,2025-03-26,Mar,Autumn,1.619,2.483,4.856,18.182,114.23,26.08,3
Gold Coast,2025-03-25T19:00:00Z,2025-03-26,Mar,Autumn,1.499,2.374,4.765,16.667,117.22,26.08,3
Gold Coast,2025-03-25T19:30:00Z,2025-03-26,Mar,Autumn,1.519,2.992,4.784,18.182,121.7,26.08,3
Gold Coast,2025-03-25T20:00:00Z,2025-03-26,Mar,Autumn,1.487,2.415,4.596,16.667,119.86,26.03,3
Gold Coast,2025-03-25T20:30:00Z,2025-03-26,Mar,Autumn,1.568,2.922,4.861,18.182,114.06,26.08,3
Gold Coast,2025-03-25T21:00:00Z,2025-03-26,Mar,Autumn,1.447,2.43,4.513,18.182,116.52,26.08,3
Gold Coast,2025-03-25T21:30:00Z,2025-03-26,Mar,Autumn,1.561,2.634,4.85,16.667,125.31,25.99,3
Gold Coast,2025-03-25T22:00:00Z,2025-03-26,Mar,Autumn,1.415,2.476,4.593,6.667,92.25,26.03,3
Gold Coast,2025-03-25T22:30:00Z,2025-03-26,Mar,Autumn,1.425,2.422,4.582,6.897,83.37,26.08,3
Gold Coast,2025-03-25T23:00:00Z,2025-03-26,Mar,Autumn,1.462,2.602,4.479,7.143,83.29,26.08,3
Gold Coast,2025-03-25T23:30:00Z,2025-03-26,Mar,Autumn,1.439,2.405,4.603,6.897,79.68,26.03,3
Gold Coast,2025-03-26T00:00:00Z,2025-03-26,Mar,Autumn,1.429,2.238,4.495,6.897,83.37,25.99,3
Gold Coast,2025-03-26T00:30:00Z,2025-03-26,Mar,Autumn,1.432,2.44,4.628,7.407,88.47,26.03,3
Gold Coast,2025-03-26T01:00:00Z,2025-03-26,Mar,Autumn,1.412,2.15,4.712,16.667,121.26,25.99,3
Gold Coast,2025-03-26T01:30:00Z,2025-03-26,Mar,Autumn,1.408,2.288,4.753,6.667,88.3,25.99,3
Gold Coast,2025-03-26T02:00:00Z,2025-03-26,Mar,Autumn,1.443,2.284,4.849,6.452,93.66,25.94,3
Gold Coast,2025-03-26T02:30:00Z,2025-03-26,Mar,Autumn,1.457,2.584,5.009,6.452,81.44,25.99,3
Gold Coast,2025-03-26T03:00:00Z,2025-03-26,Mar,Autumn,1.406,2.405,4.72,6.667,89,25.99,3
Gold Coast,2025-03-26T03:30:00Z,2025-03-26,Mar,Autumn,1.408,2.944,4.677,6.667,90.93,26.08,3
Gold Coast,2025-03-26T04:00:00Z,2025-03-26,Mar,Autumn,1.407,2.454,4.587,6.897,82.14,26.03,3
Gold Coast,2025-03-26T04:30:00Z,2025-03-26,Mar,Autumn,1.506,2.941,4.729,7.143,82.93,26.08,3
Gold Coast,2025-03-26T05:00:00Z,2025-03-26,Mar,Autumn,1.429,2.534,4.563,6.897,86.45,26.08,3
Gold Coast,2025-03-26T05:30:00Z,2025-03-26,Mar,Autumn,1.526,2.39,4.459,6.452,87.42,26.08,3
Gold Coast,2025-03-26T06:00:00Z,2025-03-26,Mar,Autumn,1.453,2.615,4.681,7.692,69.75,26.08,3
Gold Coast,2025-03-26T06:30:00Z,2025-03-26,Mar,Autumn,1.581,2.836,4.719,6.452,84.25,26.08,3
Gold Coast,2025-03-26T07:00:00Z,2025-03-26,Mar,Autumn,1.644,3.292,4.658,6.897,73.09,26.13,3
Gold Coast,2025-03-26T07:30:00Z,2025-03-26,Mar,Autumn,1.591,2.974,4.819,7.143,82.58,26.13,3
Gold Coast,2025-03-26T08:00:00Z,2025-03-26,Mar,Autumn,1.484,2.186,4.689,7.407,74.06,26.13,3
Gold Coast,2025-03-26T08:30:00Z,2025-03-26,Mar,Autumn,1.458,2.388,4.659,16.667,126.36,26.13,3
Gold Coast,2025-03-26T09:00:00Z,2025-03-26,Mar,Autumn,1.513,2.932,4.677,8,84.25,26.03,3
Gold Coast,2025-03-26T09:30:00Z,2025-03-26,Mar,Autumn,1.481,2.835,4.622,16.667,68.34,26.08,3
Gold Coast,2025-03-26T10:00:00Z,2025-03-26,Mar,Autumn,1.595,2.775,4.872,7.143,81.09,26.08,3
Gold Coast,2025-03-26T10:30:00Z,2025-03-26,Mar,Autumn,1.425,2.412,4.924,8,79.15,26.03,3
Gold Coast,2025-03-26T11:00:00Z,2025-03-26,Mar,Autumn,1.476,2.249,5.031,7.143,76.96,25.84,3
Gold Coast,2025-03-26T11:30:00Z,2025-03-26,Mar,Autumn,1.413,2.454,4.997,7.143,80.56,25.8,3
Gold Coast,2025-03-26T12:00:00Z,2025-03-26,Mar,Autumn,NA,NA,NA,NA,78.54,25.7,3
